sale_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,sale_date,payment_method,store_location,row_hash
53d01595-b4d6-4fa3-93da-29b6545c0dd7,204878de-4314-4b7d-93fc-cbcc16ad0373,a073ed6b-a0ec-4005-a493-a3a70e8dfefe,NaturalHome Lighting Material 926,Home & Garden,2,498.31,996.62,25,2024-03-25T10:19:16.326673,Credit Card,"Chicago, IL",aeffa50464d02a3e2b4d3937602ead33
1ae09db3-5371-48f7-9143-5b2c216233f0,edc627f4-3a54-455c-93ac-0090e8809411,6f748212-84ba-4551-8b62-d5cb38ef91c5,PageTurner Digital Year 683,Books & Media,3,34.51,103.53,10,2024-04-22T10:58:26.717020,PayPal,"New York, NY",53407f2dc0707fc6570c4c47e11ffb0f
06c62859-a72d-4829-a979-adcface7b58c,055ca061-e2c8-47d2-9f4f-e5300673d94a,8d0c9495-e30f-4a94-a6c9-94d6f8d452a1,ByteForce Smartphones Value 982,Electronics,8,1249.8,9998.4,0,2024-06-04T11:48:45.647138,PayPal,"San Antonio, TX",246269edb18ca17d63112d7fe8468e9b
bd1e3fcb-7ea2-4d5c-9615-cf8d81c481b7,65852441-0cbe-4b27-8d76-61757e79b87c,d685c8da-13ce-40aa-90c5-920e8d31e8a5,NaturalHome Garden Now 956,Home & Garden,9,114.6,1031.4,15,2025-03-22T09:36:56.212634,Crypto,"Austin, TX",e2fbe0d07fe42f5bc05ef374d8b25046
ecab28b1-5f1a-43d7-aca9-982294efc9d9,089258be-a65b-49cc-b87d-5f488c65185e,f6646a84-f8d7-4edd-934e-da84daaf2c3a,ElegantLine Formal Later 697,Clothing,2,153.95,307.9,10,2025-04-16T21:41:47.028540,Cash,"San Diego, CA",f06bc73a49540928812fa634a2d8d024
36a7d707-da4b-4c02-b8fa-ea1415bba2a7,e4ed69b0-1ac2-4def-a53a-0a12d578733b,467d653b-032a-4455-8c87-d91abbf5c30a,TechPro Smartphones Chair 854,Electronics,4,1175.31,4701.24,25,2024-05-30T20:22:07.197109,Credit Card,"Phoenix, AZ",fd05400f4570a1b69c4e5ff4f76c7c8a
e9245d97-608e-4788-a83f-95f63083f752,08ff0715-6f26-4196-bfc5-6d20f8c9d688,7c594269-6cbd-40d8-8762-d81edd59dcee,GlowUp Skincare Also 954,Health & Beauty,5,185.19,925.95,25,2025-02-23T02:13:46.543540,Debit Card,Online Store,030de942d73637f5e7469b814e738633
0f78c9d4-92db-4395-b556-85c91eed6d23,96dee7e2-cb7a-49bf-ae07-c0dee3f6e0bb,66382f24-fd5c-4b88-80b4-5a569f46e64a,ClassicFit Sportswear Road 305,Clothing,5,295.96,1479.8,5,2024-05-13T09:36:58.898753,Bank Transfer,"Philadelphia, PA",2dd0b4d1ab67b21e9739e80db8fa30b8
831ec5f4-d639-403a-b901-666a7ce626a3,87f836f1-d6e0-4dff-895c-90297635dd2a,872db6df-7b25-48d9-bc55-da50810c337c,DigitalMax Audio List 703,Electronics,1,2281.53,2281.53,10,2025-11-04T05:05:36.444205,Credit Card,"Los Angeles, CA",7e8cb0b5cb373f30d0f5d4962e604bf8
a05f973b-4d78-453e-a01c-74ac01fe7751,a09b5010-0b5d-4c96-9612-0ffc3ea826e6,0dcf7550-6366-4113-9d31-d6c73ef4a856,GlowUp Supplements Everybody 265,Health & Beauty,5,156.5,782.5,0,2024-07-21T15:40:39.592547,Debit Card,"Philadelphia, PA",472023218290ab4d1757abbf416ac450
97a33724-b30d-4946-aaa2-e4b11fa77376,89fe0a3f-32e8-4473-a1c1-75a89483c17f,8a567bb5-3308-4ba2-a86e-1225eb3248f3,GardenPro Lighting Program 160,Home & Garden,8,21.9,175.2,20,2024-10-05T18:10:40.034228,Credit Card,Online Store,f025ee4dc69bc5d7762cdde3892ba3e5
d40f388f-d444-4bf3-9709-dff41ccc74a0,ac8f493d-56e4-4fd0-b8a3-ff081f24db1f,b0ba5037-32d7-4eea-b737-44835f69af84,PureCare Personal Care Every 282,Health & Beauty,3,16.14,48.42,25,2025-07-08T12:17:50.229313,Crypto,"Houston, TX",6db47bb43508e53aba786fdf89c68e37
b47c87b0-17fe-47c5-80ca-e3b44a6937af,cab83960-c10a-45f6-b904-c9aab6825b68,6bc1256b-054e-43ea-a0a4-1827102a7b7a,HomeComfort Decor Relationship 597,Home & Garden,7,540.3,3782.1,30,2025-11-16T18:06:15.577996,Crypto,"San Diego, CA",342a6796531021f9dc74f4eff5140be1
4f7deb7e-37e7-47ec-83d2-c1ece2d61d04,29aafc20-04dc-4c61-ae8a-088e8eb687f4,c5d9be9b-38f5-485d-a438-c0cef095eb61,GlowUp Haircare Worker 915,Health & Beauty,2,87.46,174.92,15,2024-11-29T00:58:09.739985,Credit Card,Online Store,ec924239d1c6d0ff32d49d5fe7634b06
963ede97-a79b-4ec4-a414-4ae931e7091b,0748d3fc-840c-4edb-89fe-2a22dc68ce29,b0ba5037-32d7-4eea-b737-44835f69af84,PureCare Personal Care Every 282,Health & Beauty,10,16.14,161.4,30,2025-04-10T15:27:21.155442,Cash,"Dallas, TX",193b067e0d058ec23fe11c2ccc7ed320
28177d96-f17c-45de-8567-df075216f7ed,6fda0fcf-d363-4a87-995f-db73c987cdef,e337ab25-f5b5-4ffe-8a2c-a553abe85f99,PureCare Haircare Idea 993,Health & Beauty,9,49.89,449.01,30,2025-10-20T09:28:57.818906,Bank Transfer,"San Antonio, TX",97a412e6172a4069754ecd203bbc9ef2
1800a59a-4ece-49fd-b838-60e089fb301d,efcef324-04b1-4e5b-bd46-48581a48fafc,d333426d-71cc-42ea-9366-93ccd0a3629a,FitWell Haircare Available 891,Health & Beauty,8,93.35,746.8,10,2025-11-19T18:44:17.053497,Debit Card,"Dallas, TX",78a530257bb898497cc2e45925fc5d6d
