sale_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,sale_date,payment_method,store_location,row_hash
a707c7b8-72df-429c-8f1d-7d7019d5d466,af294817-7f62-4590-970e-26a4f229c345,81f681ad-ae3c-47ea-b13e-a4cfd116046b,NaturalHome Lighting Material 926,Home & Garden,2,498.31,996.62,25,2024-03-24T16:53:34.326673,Credit Card,"Chicago, IL",a77ef43f07f96c730a59909de950babe
f2fbc607-69e4-4959-af02-9928ce66b027,3a29225a-ca0d-4ea2-a22e-699290b0498a,4fc3ed2d-080e-4fce-b4b3-cd3e0a275c6e,PageTurner Digital Year 683,Books & Media,3,34.51,103.53,10,2024-04-21T17:32:44.717020,PayPal,"New York, NY",eea596f802029acef9ca0b4d02543ada
c2309200-bb40-4ece-9c19-ad79a7a7ab9f,96f6ca32-f73c-4460-966d-822e519f87ac,fa42c828-5c60-4cb7-9df6-ded86f7c28af,ByteForce Smartphones Value 982,Electronics,8,1249.8,9998.4,0,2024-06-03T18:23:03.647138,PayPal,"San Antonio, TX",2cf04ea0edb4e4b084212628afb07a82
d0da23d7-4969-4cbc-b10f-08f5181178f0,7e59e834-3399-4fe5-9406-f058b195d011,def1a85f-b497-478e-9bd3-270843e715ba,NaturalHome Garden Now 956,Home & Garden,9,114.6,1031.4,15,2025-03-21T16:11:14.212634,Crypto,"Austin, TX",6c7f347796a9655ac5917d2c8ef51bb4
e9670be0-b538-483a-a4a4-0e0789db84d5,22989b1b-98ea-4173-834c-5ce4c4215693,1b15987e-81d4-4981-b5b7-21e9961fcc59,ElegantLine Formal Later 697,Clothing,2,153.95,307.9,10,2025-04-16T04:16:05.028540,Cash,"San Diego, CA",f12181cc4897dd17a69e364ab1e44ed8
48e4ebc7-d669-4506-9730-7574cc278766,6e496126-36a7-4e84-9909-96bbce7e5acc,3a03b154-4d98-47da-a2f6-a96e7411435c,TechPro Smartphones Chair 854,Electronics,4,1175.31,4701.24,25,2024-05-30T02:56:25.197109,Credit Card,"Phoenix, AZ",5df1f32c1cb99c2f3677dc8731741ecd
53bcf947-0d67-4dfa-988c-4a7a1a808b7a,d849c5da-11ee-4466-a341-ab4d2c9fe3cb,d8ca998a-6850-4bd2-bcd9-d0bf9cbd8736,GlowUp Skincare Also 954,Health & Beauty,5,185.19,925.95,25,2025-02-22T08:48:04.543540,Debit Card,Online Store,0a2caf733a9e8823293b5e40155a76da
55a87fe1-06f3-4668-af79-cfdfa958a1f4,d870d5cd-1d5f-4e05-9265-d5fb8738ffa2,d47e813c-9c79-45d4-818c-b6c10769bcee,ClassicFit Sportswear Road 305,Clothing,5,295.96,1479.8,5,2024-05-12T16:11:16.898753,Bank Transfer,"Philadelphia, PA",aaee97e0710307b7b79d63ec1a4f9fc7
c53bbe1b-1153-48ec-ac92-76b9ce794686,daae7696-0ed6-476d-96d5-d05b1a1a3fda,39605df5-9d68-4b33-bd7d-6ab299873f11,DigitalMax Audio List 703,Electronics,1,2281.53,2281.53,10,2025-11-03T11:39:54.444205,Credit Card,"Los Angeles, CA",d6ea41657517c0bd042301f96ca30ab9
a669061f-6315-4406-8f15-a0c7de16cdff,e3874a1d-4b29-46a5-aedc-89227b34bae8,7e7f4000-ea79-415a-bb26-ae0b7d5b3828,GlowUp Supplements Everybody 265,Health & Beauty,5,156.5,782.5,0,2024-07-20T22:14:57.592547,Debit Card,"Philadelphia, PA",730113d47f5f9b222c6f189513b9cd8a
5e569558-6dd0-42e4-8405-d9a539a7c030,ac54953c-0f92-4be3-9ffb-59f702615ca5,dfe35b6f-b3e9-4c03-a68c-00f27f46608c,GardenPro Lighting Program 160,Home & Garden,8,21.9,175.2,20,2024-10-05T00:44:58.034228,Credit Card,Online Store,251014c0f23ced5f7e6829b7be3b4c4f
35cf3162-e9ed-4f35-8987-fc2624f4bfff,145885a9-669a-4b7d-8951-88a6c394da8e,ee8426bb-7615-420f-bbf5-efc402bfccaf,PureCare Personal Care Every 282,Health & Beauty,3,16.14,48.42,25,2025-07-07T18:52:08.229313,Crypto,"Houston, TX",a53b83843cb5c042e4c049dff6ffc6df
ba395fd3-d98c-451c-8ac1-ebe9bb292000,b08fb9b7-e241-4372-8dc9-3dd17cd9129f,eec3aca0-6420-4aad-9d88-e0d915ba486a,HomeComfort Decor Relationship 597,Home & Garden,7,540.3,3782.1,30,2025-11-16T00:40:33.577996,Crypto,"San Diego, CA",7a37ef2bd4aaea2135ec8c97f2ad117e
349d9edb-610f-4056-9a1b-0c28877e5b84,da9d4179-9ce1-4d80-9107-416687361938,ffbc1f2b-03cf-41e7-b022-2359f0cae4cf,GlowUp Haircare Worker 915,Health & Beauty,2,87.46,174.92,15,2024-11-28T07:32:27.739985,Credit Card,Online Store,854608f324b7a12809845e754392deb6
13f6c616-4095-461f-b386-eb38b2e2f55f,1433035f-e9bf-4363-9f0f-4c62f924db21,ee8426bb-7615-420f-bbf5-efc402bfccaf,PureCare Personal Care Every 282,Health & Beauty,10,16.14,161.4,30,2025-04-09T22:01:39.155442,Cash,"Dallas, TX",e5321f9a89aed446593de54cd877370e
ff022d38-3410-4967-ac62-5680c6b8fc13,3f33f26b-edb6-401f-8450-510ac063e266,465a6ac0-09cb-478e-b8f9-dabdbe2959f0,PureCare Haircare Idea 993,Health & Beauty,9,49.89,449.01,30,2025-10-19T16:03:15.818906,Bank Transfer,"San Antonio, TX",e8a3aad198be0d0b3a6ff2d71c5a9987
84b1bf26-7fa6-406a-934a-f2f26cb1b4ce,44c647ae-adec-4f89-bbf8-01585edf50a5,f8719d41-efe7-4608-a9fd-4a992c0eac2c,FitWell Haircare Available 891,Health & Beauty,8,93.35,746.8,10,2025-11-19T01:18:35.053497,Debit Card,"Dallas, TX",6018efb98e63e093b5984a8e7e392ef6
714b4b54-40ff-4c1b-a8d8-3ed459711061,6432fb16-fad8-4390-85a2-d689922695bb,9658f24a-97bc-4f8d-905c-192ae2f6d31b,CozyLiving Garden Land 813,Home & Garden,2,962.58,1925.16,5,2025-09-25T07:35:53.392734,Cash,"Dallas, TX",2f84ca4b751534bd8d9dbec97b6126d8
6c2fdaf6-325f-4d21-988c-576221c701a2,64e7b6dd-251f-4250-90d5-2f92b2c18c84,bb1f7c2c-85d8-4ae6-8d42-e31466abd512,KnowledgeBase Educational Remain 760,Books & Media,10,37.5,375.0,5,2025-05-20T09:39:23.934986,Crypto,"Austin, TX",29a14a3752b7c85b9f1f881258c9afba
