sale_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,sale_date,payment_method,store_location,row_hash
3802a6e6-e0b5-4fa5-91c8-116999121f52,985cca73-34d5-4c19-86a7-e1d6ace7294c,8188ddfb-9e86-4a31-a68e-71a5c65d5855,NaturalHome Lighting Material 926,Home & Garden,2,498.31,996.62,25,2024-03-25T11:06:29.326673,Credit Card,"Chicago, IL",cb047e86c51cff8c13803defc5dc5697
9b9b92d7-be72-404e-8e88-ec283d94320f,410c21ad-1cc2-4db5-83d4-232cca78096c,b7da5e91-12b3-4e0b-8928-8b7d5540f064,PageTurner Digital Year 683,Books & Media,3,34.51,103.53,10,2024-04-22T11:45:39.717020,PayPal,"New York, NY",234ac631e364912dd218671a2c3a906a
19621d52-7365-4203-b5cb-e9bfc2409490,0b93e7a0-74e3-4d6a-800e-4882e6d90b15,b20ca52f-ac75-4d99-80f7-e6fcaf61324c,ByteForce Smartphones Value 982,Electronics,8,1249.8,9998.4,0,2024-06-04T12:35:58.647138,PayPal,"San Antonio, TX",879353a70bc9f86ebc12901757bebef1
0bee9641-9c40-4e28-acfe-3d848f5f0db5,8958c2af-833e-4ab0-89cf-502206332f05,ef8f527d-3d8e-4ae9-a238-a4f1c10364d7,NaturalHome Garden Now 956,Home & Garden,9,114.6,1031.4,15,2025-03-22T10:24:09.212634,Crypto,"Austin, TX",05317276a0bf4d7e08bd3d977b7b9e3a
964fe61f-cc1a-4304-8cd0-ce41f6112c7f,44b33166-ba43-4b85-8442-16e7a52cb27a,12c64d2a-0d66-4f45-b8e8-4040bd8f4174,ElegantLine Formal Later 697,Clothing,2,153.95,307.9,10,2025-04-16T22:29:00.028540,Cash,"San Diego, CA",b17e70ba5c16cf0c64bcefc9aa059bd2
c0aa289f-ecca-46af-b1c7-3b83c244fc5c,f5d08481-c312-45c1-a366-bd8d2b30b0c6,9696c7d6-5864-456e-802c-e30b7f6cf939,TechPro Smartphones Chair 854,Electronics,4,1175.31,4701.24,25,2024-05-30T21:09:20.197109,Credit Card,"Phoenix, AZ",e4bb71b65bf048c97a351db58cc7d771
e2e1df3f-4f15-4972-b329-939e60002b11,a70afe5a-f02d-42a0-b496-1307ee046e30,2fb00e02-d010-41a0-8578-38ee2f5a2be1,GlowUp Skincare Also 954,Health & Beauty,5,185.19,925.95,25,2025-02-23T03:00:59.543540,Debit Card,Online Store,24a462b099ae0d22849f1c3ec39782ef
d492a6c8-789d-4da0-8e5b-fcbb7f9554b6,d7af965a-adf3-4398-b170-d42f25ef4a1f,08bf5d7b-d216-4a62-aed4-4d5e55c1d4ec,ClassicFit Sportswear Road 305,Clothing,5,295.96,1479.8,5,2024-05-13T10:24:11.898753,Bank Transfer,"Philadelphia, PA",0c401884b7a185e01275912a2d97020c
6776c91f-a09b-4c94-b9df-2ea76515295c,a8e16e6e-66bb-40ad-9a0f-b6ce6cd650f5,d83e7810-f0c4-4aff-b2e5-af90b22f8954,DigitalMax Audio List 703,Electronics,1,2281.53,2281.53,10,2025-11-04T05:52:49.444205,Credit Card,"Los Angeles, CA",be7d1edd4c1f18071b2d45a4150861c9
2dba4c42-5d04-469a-a85a-cfe7ff526cd4,ecedd7f5-6e98-407d-b835-bb97652448a9,c104ae85-7fdd-4a16-b044-1aa0dbd5c1aa,GlowUp Supplements Everybody 265,Health & Beauty,5,156.5,782.5,0,2024-07-21T16:27:52.592547,Debit Card,"Philadelphia, PA",35d8baac0a5fd2d49d145301f7d20a58
